100000,17810
200000,39743
300000,61706
400000,82404
500000,102640
600000,123716
700000,146366
800000,171930
900000,193793
1000000,218944
1100000,240934
1200000,275930
1300000,291974
1400000,314098
1500000,338044
1600000,369399
1700000,390164
1800000,417091
1900000,435397
2000000,468045
2100000,470254
2200000,511710
2300000,536943
2400000,560751
2500000,588551
2600000,614025
2700000,645642
2800000,656083
2900000,677342
3000000,698835
3100000,724104
3200000,788354
3300000,783702
3400000,807002
3500000,839774
3600000,877085
3700000,903089
3800000,902803
3900000,931566
4000000,947994
4100000,985875
4200000,1.02E+06
4300000,1.06E+06
4400000,1.08E+06
4500000,1.11E+06
4600000,1.12E+06
4700000,1.15E+06
4800000,1.20E+06
4900000,1.19E+06
5000000,1.25E+06
5100000,1.24E+06
5200000,1.33E+06
5300000,1.31E+06
5400000,1.31E+06
5500000,1.33E+06
5600000,1.35E+06
5700000,1.42E+06
5800000,1.42E+06
5900000,1.45E+06
6000000,1.50E+06
6100000,1.53E+06
6200000,1.57E+06
6300000,1.59E+06
6400000,1.57E+06
6500000,1.64E+06
6600000,1.64E+06
6700000,1.68E+06
6800000,1.69E+06
6900000,1.69E+06
7000000,1.75E+06
7100000,1.79E+06
7200000,1.79E+06
7300000,1.87E+06
7400000,1.84E+06
7500000,1.86E+06
7600000,1.87E+06
7700000,1.94E+06
7800000,2.06E+06
7900000,2.01E+06
8000000,2.00E+06
8100000,2.11E+06
8200000,2.05E+06
8300000,2.09E+06
8400000,2.14E+06
8500000,2.13E+06
8600000,2.23E+06
8700000,2.21E+06
8800000,2.21E+06
8900000,2.24E+06
9000000,2.29E+06
9100000,2.35E+06
9200000,2.34E+06
9300000,2.42E+06
9400000,2.40E+06
9500000,2.43E+06
9600000,2.49E+06
9700000,2.54E+06
9800000,2.52E+06
9900000,2.45E+06
10000000,2.61E+06
