100000,15237
200000,32865
300000,50396
400000,68287
500000,87339
600000,106451
700000,125124
800000,143582
900000,164749
1000000,183516
1100000,204560
1200000,222915
1300000,239706
1400000,259154
1500000,279443
1600000,298067
1700000,318803
1800000,337233
1900000,358423
2000000,383652
2100000,397842
2200000,420449
2300000,443809
2400000,461673
2500000,478991
2600000,500591
2700000,523581
2800000,544577
2900000,564758
3000000,583974
3100000,607476
3200000,623374
3300000,647511
3400000,671357
3500000,688348
3600000,708055
3700000,729314
3800000,756657
3900000,769814
4000000,793415
4100000,813529
4200000,830764
4300000,854789
4400000,878868
4500000,899907
4600000,928138
4700000,940234
4800000,965641
4900000,990700
5000000,1.01E+06
5100000,1.02E+06
5200000,1.04E+06
5300000,1.07E+06
5400000,1.10E+06
5500000,1.11E+06
5600000,1.14E+06
5700000,1.16E+06
5800000,1.18E+06
5900000,1.21E+06
6000000,1.22E+06
6100000,1.24E+06
6200000,1.26E+06
6300000,1.28E+06
6400000,1.31E+06
6500000,1.33E+06
6600000,1.36E+06
6700000,1.38E+06
6800000,1.39E+06
6900000,1.42E+06
7000000,1.44E+06
7100000,1.46E+06
7200000,1.48E+06
7300000,1.49E+06
7400000,1.52E+06
7500000,1.55E+06
7600000,1.57E+06
7700000,1.59E+06
7800000,1.61E+06
7900000,1.63E+06
8000000,1.66E+06
8100000,1.67E+06
8200000,1.69E+06
8300000,1.72E+06
8400000,1.73E+06
8500000,1.77E+06
8600000,1.79E+06
8700000,1.81E+06
8800000,1.86E+06
8900000,1.86E+06
9000000,1.88E+06
9100000,1.90E+06
9200000,1.92E+06
9300000,1.95E+06
9400000,1.97E+06
9500000,1.99E+06
9600000,2.01E+06
9700000,2.03E+06
9800000,2.06E+06
9900000,2.09E+06
10000000,2.12E+06
